title,total_gross,gross,return_rate,std_IMDB,std_Meta,rating,distributor,release_date,release_month,release_year,genre,mins,MPAA_rating,budget (millions),theatres,totalweek,IMDB_rating,director,stars,Metascore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECONQUEST,"74,474","64,632",#VALUE!,#VALUE!,0.265112291,#VALUE!,MUSIC BOX FILMS,2011/11/11,11,2011,Foreign,105,Unrated,N/A,6,13,NA,NA,NA,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECONSPIRATOR,"11,538,204",10013422.66 ,0.46152816,0.763907998,-0.153029345,0.610878654,ROADSIDE ATTRACTIONS,2011/4/15,4,2011,Historical Drama,122,PG-13,25,707,22,7,Robert Redford,"Robin Wright,James McAvoy,Tom Wilkinson",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THECOP,THECRIMINALANDTHECLOWN","3,935","3,706",#VALUE!,#VALUE!,#VALUE!,#VALUE!,LONELY SEAL RELEASING,2007/4/6,4,2007,Foreign,90,Unrated,N/A,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECOUNSELOR,"16,973,715",14222811.86 ,0.6789486,-0.745562741,-0.57117098,-1.31673372,FOX,2013/10/25,10,2013,Thriller,117,R,25,3044,12,5.4,Ridley Scott,"Michael Fassbender,Pen??lope Cruz,Cameron Diaz",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECOUNTERFEITERS,"5,488,570","4,977,376",#VALUE!,#VALUE!,1.220864599,#VALUE!,SONY CLASSICS,2008/2/22,2,2008,Foreign,98,R,N/A,8,27,NA,NA,NA,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECOVE,"857,005","779,837",#VALUE!,#VALUE!,1.579271715,#VALUE!,ROADSIDE ATTRACTIONS,2009/7/31,7,2009,Documentary,96,PG-13,N/A,4,27,NA,NA,NA,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECRAZIES,"39,123,589",35026307.49 ,1.95617945,0.386540314,-0.153029345,0.233510969,OVERTURE FILMS,2010/2/26,2,2010,Horror,101,R,20,2476,12,6.6,Breck Eisner,"Radha Mitchell,Timothy Olyphant,Danielle Panabaker",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECREMASTERCYCLE(RE-ISSUE),"151,239","135,400",#VALUE!,#VALUE!,#VALUE!,#VALUE!,INTERNATIONAL FILM CIRCUIT,2010/4/9,4,2010,Unknown,398,Unrated,N/A,1,24,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECROODS,"187,168,425",156834334.43 ,1.386432778,1.046933762,-0.153029345,0.893904417,FOX,2013/3/22,3,2013,Animation,98,PG,135,4046,26,7.3,"Kirk De Micco,Chris Sanders","Nicolas Cage,Ryan Reynolds,Emma Stone",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECROSSTHEARTHURBLESSITSTORY,"741,557","674,784",#VALUE!,#VALUE!,#VALUE!,#VALUE!,8X ENTERTAINMENT,2009/3/27,3,2009,Documentary,90,PG,N/A,221,9,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECRY(LALLORONA),"21,427","19,431",#VALUE!,#VALUE!,#VALUE!,#VALUE!,"MONTEREY MEDIA, INC.",2008/4/25,4,2008,Horror,83,R,N/A,4,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECURIOUSCASEOFBENJAMINBUTTON,"127,509,326",115633363.21 ,0.850062173,1.518643368,0.742988445,2.261631813,PARAMOUNT,2008/12/25,12,2008,Fantasy Drama,168,PG-13,150,2988,18,7.8,David Fincher,"Brad Pitt,Cate Blanchett,Tilda Swinton",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDAMNEDUNITED,"449,865","409,357",#VALUE!,1.329959526,1.400068157,2.730027683,SONY CLASSICS,2009/10/9,10,2009,Sports Drama,97,R,N/A,6,18,7.6,Tom Hooper,"Colm Meaney,Henry Goodman,David Roper",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDANCEOFREALITY,"293,680","242,161",#VALUE!,#VALUE!,1.101395561,#VALUE!,ABKCO FILMS,2014/5/23,5,2014,Foreign,126,Unrated,N/A,2,14,NA,NA,NA,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDARJEELINGLIMITED,"11,902,715",11209693.63 ,#VALUE!,0.952591841,0.563784887,1.516376728,FOX SEARCHLIGHT,2007/9/29,9,2007,Comedy,91,R,N/A,2,22,7.2,Wes Anderson,"Owen Wilson,Adrien Brody,Jason Schwartzman",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDARKESTHOUR,"21,443,494",18609721.99 ,0.714783133,-1.217272347,-2.482675597,-3.699947943,SUMMIT ENTERTAINMENT,2011/12/25,12,2011,Sci-Fi Thriller,89,PG-13,30,2327,10,4.9,Chris Gorak,"Emile Hirsch,Olivia Thirlby,Max Minghella",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDARKKNIGHT,"533,345,358",483670641.47 ,2.882947881,2.650746422,1.459802676,4.110549099,WARNER BROS.,2008/7/18,7,2008,Action / Adventure,150,PG-13,185,4366,1,9,Christopher Nolan,"Christian Bale,Heath Ledger,Aaron Eckhart",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDARKKNIGHT(2012RE-RELEASE),"1,513,086","1,286,500",#VALUE!,#VALUE!,#VALUE!,#VALUE!,WARNER BROS.,2012/7/19,7,2012,Action / Adventure,150,PG-13,N/A,1,33,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDARKKNIGHTRISES,"448,139,099",381029899.71 ,1.792556396,2.179036816,1.220864599,3.399901415,WARNER BROS.,2012/7/20,7,2012,Action Thriller,165,PG-13,250,4404,21,8.5,Christopher Nolan,"Christian Bale,Tom Hardy,Anne Hathaway",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDAY,"20,984","17,842",#VALUE!,-0.934246583,-0.989312615,-1.923559198,ANCHOR BAY FILMS,2012/8/29,8,2012,Sci-Fi Thriller,90,Unrated,N/A,12,3,5.2,Douglas Aarniokoski,"Shawn Ashmore,Brianna Barnes,Ashley Bell",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDAYHEARRIVES,"13,746","11,688",#VALUE!,#VALUE!,1.519537196,#VALUE!,CINEMA GUILD,2012/4/20,4,2012,Foreign,79,Unrated,N/A,1,12,NA,NA,NA,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDAYISAWYOURHEART,"3,546","3,015",#VALUE!,#VALUE!,#VALUE!,#VALUE!,FILM MOVEMENT,2012/8/24,8,2012,Foreign,98,Unrated,N/A,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDAYTHEEARTHSTOODSTILL(2008),"79,366,978","71,974,897",0.992087225,#VALUE!,#VALUE!,#VALUE!,FOX,2008/12/12,12,2008,Sci-Fi,110,PG-13,80,3560,16,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDEATHFACTORYBLOODLETTING,"4,638","4,220",#VALUE!,#VALUE!,#VALUE!,#VALUE!,NOCTURNAL FEATURES,2009/5/15,5,2009,Horror,89,Unrated,N/A,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDEBT,"31,177,548",27057414.27 ,1.5588774,0.669566077,0.444315848,1.113881926,FOCUS FEATURES,2011/8/31,8,2011,Drama / Thriller,113,R,20,1786,10,6.9,John Madden,"Helen Mirren,Sam Worthington,Tom Wilkinson",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDEBT,"31,177,548",27057414.27 ,1.5588774,0.669566077,0.444315848,1.113881926,FOCUS FEATURES,2011/8/31,8,2011,Drama / Thriller,113,R,20,1786,10,6.9,John Madden,"Helen Mirren,Sam Worthington,Tom Wilkinson",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDECOYBRIDE,759,645,#VALUE!,-0.085169292,-0.929578095,-1.014747388,IFC,2012/3/9,3,2012,Comedy,89,PG,N/A,1,1,6.1,Sheree Folkson,"Kelly Macdonald,David Tennant,Alice Eve",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDEEPBLUESEA,"1,126,525","957,827",#VALUE!,0.009172629,1.459802676,1.468975305,MUSIC BOX FILMS,2012/3/23,3,2012,Romance,98,R,N/A,31,23,6.2,Terence Davies,"Rachel Weisz,Tom Hiddleston,Ann Mitchell",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDESCENDANTS,"82,584,160",71670608.26 ,#VALUE!,1.141275683,1.579271715,2.720547398,FOX SEARCHLIGHT,2011/11/16,11,2011,Comedy / Drama,115,R,N/A,1,23,7.4,Alexander Payne,"George Clooney,Shailene Woodley,Amara Miller",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDETAILS,"63,595","54,072",#VALUE!,0.009172629,-0.093294825,-0.084122196,RADIUS-TWC,2012/11/2,11,2012,Comedy,101,R,N/A,14,1,6.2,Jacob Aaron Estes,"Tobey Maguire,Elizabeth Banks,Laura Linney",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THEDEVIL,PROBABLY(2012RE-RELEASE)","26,816","22,800",#VALUE!,#VALUE!,#VALUE!,#VALUE!,THE FILM DESK,2012/1/13,1,2012,Foreign,95,Unrated,N/A,1,21,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDEVILCAMEONHORSEBACK,"132,782","125,051",#VALUE!,#VALUE!,1.220864599,#VALUE!,INTERNATIONAL FILM CIRCUIT,2007/7/25,7,2007,Documentary,85,Unrated,N/A,1,19,NA,NA,NA,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDEVILINSIDE,"53,261,944",45285924.00 ,5.32619E-05,-1.972007716,-2.363206558,-4.335214274,PARAMOUNT,2012/1/6,1,2012,Horror,87,R,1000000,2285,11,4.1,William Brent Bell,"Fernanda Andrade,Simon Quarterman,Evan Helmuth",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDEVILSDOUBLE,"1,361,512",1181587.28 ,0.071658526,0.85824992,-0.332232902,0.526017017,LIONSGATE,2011/7/29,7,2011,Drama,108,R,19,5,9,7.1,Lee Tamahori,"Dominic Cooper,Ludivine Sagnier,Raad Rawi",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDHAMMABROTHERS,"40,492","36,721",#VALUE!,#VALUE!,#VALUE!,#VALUE!,BALCONY RELEASING,2008/4/11,4,2008,Documentary,76,Unrated,N/A,1,8,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDICTATOR,"59,650,222",50717552.11 ,0.917695723,0.197856471,0.026174213,0.224030685,PARAMOUNT,2012/5/16,5,2012,Comedy,83,R,65,3003,11,6.4,Larry Charles,"Sacha Baron Cohen,Anna Faris,John C. Reilly",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDILEMMA,"48,475,290",42069248.14 ,0.692504143,-0.839904662,-0.690640018,-1.53054468,UNIVERSAL,2011/1/14,1,2011,Comedy,118,PG-13,70,2940,7,5.3,Ron Howard,"Vince Vaughn,Kevin James,Winona Ryder",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDISAPPEARANCEOFALICECREED,"166,980","149,493",#VALUE!,0.575224156,0.444315848,1.019540004,ANCHOR BAY FILMS,2010/8/6,8,2010,Thriller,100,R,N/A,10,13,6.8,J Blakeson,"Gemma Arterton,Eddie Marsan,Martin Compston",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDISAPPEARANCEOFELEANORRIGBY,"587,774","484,663",#VALUE!,#VALUE!,#VALUE!,#VALUE!,WEINSTEIN COMPANY,2014/9/12,9,2014,Drama,122,R,N/A,4,8,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDIVINGBELLANDTHEBUTTERFLY,"6,003,227","5,653,696",#VALUE!,#VALUE!,2.057147869,#VALUE!,MIRAMAX,2007/11/30,11,2007,Drama,112,PG-13,N/A,3,19,NA,NA,NA,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDO-DECA-PENTATHLON,"10,000","8,502",#VALUE!,-0.273853135,0.145643252,-0.128209883,RED FLAG RELEASING,2012/7/6,7,2012,Comedy,90,R,N/A,8,1,5.9,"Jay Duplass,Mark Duplass","Mark Kelly,Steve Zissis,Jennifer Lafleur",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDOGPROBLEM,"1,344","1,266",#VALUE!,#VALUE!,#VALUE!,#VALUE!,THINKFILM,2007/4/27,4,2007,Comedy,89,R,N/A,2,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDOUBLE,"137,921","119,695",#VALUE!,-0.273853135,-1.228250692,-1.502103826,IMAGE ENTERTAINMENT,2011/10/28,10,2011,Thriller,98,PG-13,N/A,11,3,5.9,Michael Brandt,"Richard Gere,Topher Grace,Martin Sheen",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDOUBLE,"137,921","119,695",#VALUE!,-0.273853135,-1.228250692,-1.502103826,IMAGE ENTERTAINMENT,2011/10/28,10,2011,Thriller,98,PG-13,N/A,11,3,5.9,Michael Brandt,"Richard Gere,Topher Grace,Martin Sheen",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDOUBLE,"137,921","119,695",#VALUE!,-0.273853135,0.623519406,0.349666272,IMAGE ENTERTAINMENT,2011/10/28,10,2011,Thriller,98,PG-13,N/A,11,3,5.9,Michael Brandt,"Richard Gere,Topher Grace,Martin Sheen",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDOUBLE,"137,921","119,695",#VALUE!,-0.273853135,0.623519406,0.349666272,IMAGE ENTERTAINMENT,2011/10/28,10,2011,Thriller,98,PG-13,N/A,11,3,5.9,Michael Brandt,"Richard Gere,Topher Grace,Martin Sheen",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDOUBLEHOUR,"1,514,942","1,314,741",0.3787355,#VALUE!,0.862457483,#VALUE!,SAMUEL GOLDWYN,2011/4/15,4,2011,Foreign,95,Unrated,4,2,19,NA,NA,NA,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDROP,"10,724,389",8843046.88 ,0.824953,0.85824992,0.683253926,1.541503845,FOX SEARCHLIGHT,2014/9/12,9,2014,Crime Drama,106,R,13,809,9,7.1,Micha??l R. Roskam,"Tom Hardy,Noomi Rapace,James Gandolfini",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDRYLAND,"11,777","10,544",#VALUE!,-0.556878898,-0.630905499,-1.187784397,FREESTYLE RELEASING,2010/7/30,7,2010,Drama,92,R,N/A,3,1,5.6,Ryan Piers Williams,"Ryan O'Nan,America Ferrera,Wilmer Valderrama",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDUCHESS,"13,848,978",12559111.98 ,#VALUE!,0.669566077,0.265112291,0.934678368,PARAMOUNT VANTAGE,2008/9/19,9,2008,Historical Drama,110,PG-13,N/A,7,12,6.9,Saul Dibb,"Keira Knightley,Ralph Fiennes,Dominic Cooper",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDUCHESSOFLANGEAIS,"282,749","256,414",#VALUE!,#VALUE!,0.981926522,#VALUE!,IFC,2008/2/22,2,2008,Unknown,130,Unrated,N/A,1,23,NA,NA,NA,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEDUKES,"26,875","24,372",#VALUE!,0.197856471,-0.690640018,-0.492783547,CAVU,2008/11/14,11,2008,Crime Comedy,94,PG-13,N/A,4,4,6.4,Robert Davi,"Chazz Palminteri,Robert Davi,Peter Bogdanovich",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEAGLE,"19,490,041",16914419.10 ,0.77960164,0.009172629,-0.153029345,-0.143856716,FOCUS FEATURES,2011/2/11,2,2011,Period Action,114,PG-13,25,2296,8,6.2,Kevin Macdonald,"Channing Tatum,Jamie Bell,Donald Sutherland",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEARRINGSOFMADAMEDE(RE-ISSUE),"130,561","122,959",#VALUE!,#VALUE!,#VALUE!,#VALUE!,JANUS FILMS,2007/3/16,3,2007,Foreign,105,Unrated,N/A,1,8,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEAST,"2,301,839",1928783.59 ,#VALUE!,0.669566077,0.623519406,1.293085483,FOX SEARCHLIGHT,2013/5/31,5,2013,Drama,116,PG-13,N/A,4,10,6.9,Zal Batmanglij,"Brit Marling,Alexander Skarsg??rd,Ellen Page",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEECLIPSE,"133,411","119,439",0.044470333,0.009172629,0.563784887,0.572957516,MAGNOLIA,2010/3/26,3,2010,Romance,88,R,3,6,13,6.2,Conor McPherson,"Ciar??n Hinds,Iben Hjejle,Aidan Quinn",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEDGEOFHEAVEN,"742,349","673,208",#VALUE!,#VALUE!,1.639006234,#VALUE!,STRAND,2008/5/21,5,2008,Foreign,122,Unrated,N/A,1,22,NA,NA,NA,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEDUCATIONOFCHARLIEBANKS,"15,078","13,720",#VALUE!,0.480882235,-0.451701941,0.029180294,ANCHOR BAY FILMS,2009/3/27,3,2009,Drama,100,R,N/A,3,2,6.7,Fred Durst,"Jesse Eisenberg,Jason Ritter,Eva Amurri Martino",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEELEPHANTKING,"22,251","20,179",#VALUE!,#VALUE!,#VALUE!,#VALUE!,UNISON FILMS,2008/10/17,10,2008,Drama,92,R,N/A,1,2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEENDOFLOVE,"9,342","7,828",#VALUE!,-0.179511214,-0.093294825,-0.272806039,VARIANCE FILMS,2013/3/1,3,2013,Drama,90,Unrated,N/A,2,5,6,Mark Webber,"Mark Webber,Alia Shawkat,Shannyn Sossamon",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEENDOFPOVERTY?,"57,805","52,600",#VALUE!,#VALUE!,#VALUE!,#VALUE!,CINEMA LIBRE,2009/11/13,11,2009,Documentary,106,Unrated,N/A,1,13,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEENDOFTIME,"4,375","3,666",#VALUE!,#VALUE!,#VALUE!,#VALUE!,FIRST RUN,2013/11/29,11,2013,Documentary,109,Unrated,N/A,1,5,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEENGLISHTEACHER,"104,810","87,824",#VALUE!,-0.368195056,-0.929578095,-1.297773151,CINEDIGM ENTERTAINMENT,2013/5/17,5,2013,Comedy / Drama,91,R,N/A,2,6,5.8,Craig Zisk,"Julianne Moore,Michael Angarano,Greg Kinnear",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEQUALIZER,"101,530,738",83719555.11 ,1.846013418,0.952591841,-0.033560306,0.919031535,SONY / COLUMBIA,2014/9/26,9,2014,Thriller,128,R,55,3236,13,7.2,Antoine Fuqua,"Denzel Washington,Marton Csokas,Chlo?? Grace Moretz",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEESCAPIST,"13,439","12,229",#VALUE!,0.575224156,-0.093294825,0.481929331,IFC,2009/4/3,4,2009,Thriller,102,Unrated,N/A,1,3,6.8,Rupert Wyatt,"Brian Cox,Damian Lewis,Joseph Fiennes",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEX,"3,093,394","2,913,285",#VALUE!,#VALUE!,-1.526923288,#VALUE!,MGM (WEINSTEIN),2007/5/11,5,2007,Romantic Comedy,92,PG-13,N/A,1009,9,NA,NA,NA,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEXILES(RE-ISSUE),"30,945","28,063",#VALUE!,#VALUE!,#VALUE!,#VALUE!,MILESTONE,2008/7/11,7,2008,Drama,72,Unrated,N/A,1,4,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEXPENDABLES,"103,068,524",92274505.13 ,1.28835655,0.292198392,-0.750374537,-0.458176145,LIONSGATE,2010/8/13,8,2010,Action,103,R,80,3270,10,6.5,Sylvester Stallone,"Sylvester Stallone,Jason Statham,Jet Li",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEXPENDABLES2,"85,028,192",72295150.19 ,0.85028192,0.480882235,-0.391967422,0.088914813,LIONSGATE,2012/8/17,8,2012,Action,102,R,100,3316,14,6.7,Simon West,"Sylvester Stallone,Liam Hemsworth,Randy Couture",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEXPENDABLES3,"39,322,544",32424327.39 ,#VALUE!,0.009172629,-1.34771973,-1.338547101,LIONSGATE,2014/8/15,8,2014,Action,103,PG-13,N/A,3221,9,6.2,Patrick Hughes,"Sylvester Stallone,Jason Statham,Jet Li",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEXPLODINGGIRL,"25,572","22,894",6.393E-07,0.197856471,0.683253926,0.881110397,OSCILLOSCOPE PICTURES,2010/3/12,3,2010,Drama,79,Unrated,40000,1,6,6.4,Bradley Rust Gray,"Zoe Kazan,Mark Rendall,Maryann Urbano",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEXPRESS,"9,793,406",8881267.81 ,0.24483515,1.046933762,0.026174213,1.073107975,UNIVERSAL,2008/10/10,10,2008,Sports Drama,129,PG,40,2808,4,7.3,Gary Fleder,"Rob Brown,Dennis Quaid,Clancy Brown",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEXTRAMAN,"453,377","405,896",#VALUE!,-0.273853135,-0.093294825,-0.36714796,MAGNOLIA,2010/7/30,7,2010,Comedy,108,R,N/A,2,13,5.9,"Shari Springer Berman,Robert Pulcini","Kevin Kline,Paul Dano,Katie Holmes",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEYE,"31,418,697",28492422.60 ,#VALUE!,-0.745562741,-1.287985211,-2.033547952,LIONSGATE,2008/2/1,2,2008,Horror,97,PG-13,N/A,2436,10,5.4,"David Moreau,Xavier Palud","Jessica Alba,Alessandro Nivola,Parker Posey",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEEYEOFTHESTORM,"83,566","71,052",#VALUE!,0.009172629,-0.153029345,-0.143856716,SYCAMORE,2012/9/7,9,2012,Drama,119,Unrated,N/A,7,8,6.2,Fred Schepisi,"Charlotte Rampling,Maria Theodorakis,Geoffrey Rush",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFACEOFLOVE,"350,006","288,606",#VALUE!,-0.085169292,-0.391967422,-0.477136714,IFC,2014/3/7,3,2014,Drama,92,PG-13,N/A,3,7,6.1,Arie Posin,"Annette Bening,Ed Harris,Robin Williams",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFACEREADER,"515,876","432,269",#VALUE!,#VALUE!,#VALUE!,#VALUE!,PAN MEDIA &AMP; ENTERTAINMENT,2013/10/4,10,2013,Foreign,142,Unrated,N/A,19,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFAIRY,"38,399","32,649",#VALUE!,#VALUE!,0.504050368,#VALUE!,KINO LORBER,2012/2/24,2,2012,Foreign,93,Unrated,N/A,2,19,NA,NA,NA,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFALLJASON,"2,266,905","2,055,770",#VALUE!,#VALUE!,#VALUE!,#VALUE!,ROADSIDE ATTRACTIONS,2008/5/9,5,2008,Fantasy,117,R,N/A,9,24,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFAMILY(2013),"36,918,811","30,935,438",1.230627033,#VALUE!,#VALUE!,#VALUE!,RELATIVITY,2013/9/13,9,2013,Action Comedy,112,R,30,3091,17,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFAMILYTREE,"6,035","5,237",#VALUE!,-0.651220819,-2.004799443,-2.656020262,ENTERTAINMENT ONE,2011/8/26,8,2011,Comedy / Drama,87,Unrated,N/A,2,2,5.5,Vivi Friedman,"Rachael Leigh Cook,Hope Davis,Dermot Mulroney",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
